CODERESP;SECURITYID;BIRTHYEARR;CONTROL1;CONTROL3;CONTROL3@;S11;POLINT;PART;NONVOTE_01;NONVOTE_02;NONVOTE_03;NONVOTE_04;NONVOTE_05;NONVOTE_06;NONVOTE_07;NONVOTE_08;NONVOTE_09;NONVOTE_10;NONVOTE_98;PARTY15;VOTE1;VOTE1A;VOTE1B;VOTE1C;IMPORTANCE1;REASON1ACC1;REASON1ACC1_01;REASON1ACC1_02;REASON1ACC1_03;REASON1ACC1_04;REASON1ACC1_05;REASON1ACC1_06;REASON2ACC1;REASON2ACC1_01;REASON2ACC1_02;REASON2ACC1_03;REASON2ACC1_04;REASON2ACC1_05;REASON1DEN1;REASON1DEN1_01;REASON1DEN1_02;REASON1DEN1_03;REASON1DEN1_04;REASON1DEN1_05;REASON1DEN1_06;REASON1DEN1_07;REASON2DEN1;REASON2DEN1_01;REASON2DEN1_02;REASON2DEN1_03;REASON2DEN1_04;REASON2DEN1_05;REASON2DEN1_06;VOTE2;VOTE2A;VOTE2B;VOTE2C;IMPORTANCE2;REASON1ACC2;REASON1ACC2_01;REASON1ACC2_02;REASON1ACC2_03;REASON2ACC2;REASON2ACC2_01;REASON2ACC2_02;REASON2ACC2_03;REASON1DEN2;REASON1DEN2_01;REASON1DEN2_02;REASON1DEN2_03;REASON2DEN2;REASON2DEN2_01;REASON2DEN2_02;REASON2DEN2_03;REASON2DEN2_04;REASON2DEN2_05;REASON2DEN2_06;VOTE3;VOTE3A;VOTE3B;VOTE3C;IMPORTANCE3;REASON1ACC3;REASON1ACC3_01;REASON1ACC3_02;REASON1ACC3_03;REASON1ACC3_04;REASON2ACC3;REASON2ACC3_01;REASON2ACC3_02;REASON2ACC3_03;REASON2ACC3_04;REASON1DEN3;REASON1DEN3_01;REASON1DEN3_02;REASON1DEN3_03;REASON1DEN3_04;REASON1DEN3_05;REASON1DEN3_06;REASON2DEN3;REASON2DEN3_01;REASON2DEN3_02;REASON2DEN3_03;REASON2DEN3_04;REASON2DEN3_05;VOTE4;VOTE4A;VOTE4B;VOTE4C;IMPORTANCE4;REASON1ACC4;REASON1ACC4_01;REASON1ACC4_02;REASON1ACC4_03;REASON1ACC4_04;REASON1ACC4_05;REASON2ACC4;REASON2ACC4_01;REASON2ACC4_02;REASON2ACC4_03;REASON2ACC4_04;REASON1DEN4;REASON1DEN4_01;REASON1DEN4_02;REASON1DEN4_03;REASON1DEN4_04;REASON2DEN4;REASON2DEN4_01;REASON2DEN4_02;REASON2DEN4_03;REASON2DEN4_04;REASON2DEN4_05;REASON2DEN4_06;TRUST_1;TRUST_2;TRUST_3;TRUST_4;TRUST_5;TRUST_7;TRUST_8;TRUST_9;TRUST_10;TRUST_16;TRUST_30;TRUST_49;TRUST_64;TRUST_65;TRUST_66;TRUST_67;LRSP;VALUE3;VALUE5;VALUE7;VALUE10;DIFFICUL1;DECTIME1;ARGU1_1;ARGU1_2;ARGU1_3;ARGU1_4;ARGU1_5;ARGU1_6;DIFFICUL2;DECTIME2;ARGU2_1;ARGU2_2;ARGU2_3;ARGU2_4;ARGU2_5;ARGU2_6;DIFFICUL3;DECTIME3;ARGU3_1;ARGU3_2;ARGU3_3;ARGU3_4;ARGU3_5;ARGU3_6;DIFFICUL4;DECTIME4;ARGU4_1;ARGU4_2;ARGU4_3;ARGU4_4;ARGU4_5;ARGU4_6;ZUSATZ1A241124;ZUSATZ2A241124;ZUSATZ3A241124_01;ZUSATZ3A241124_02;ZUSATZ3A241124_03;ZUSATZ3A241124_04;ZUSATZ3A241124_05;ZUSATZ3A241124_06;ZUSATZ3A241124_98;ZUSATZ3A241124@_05;ZUSATZ4A241124_1;ZUSATZ4A241124_2;ZUSATZ4A241124_3;ZUSATZ4A241124_4;ZUSATZ4A241124_5;ZUSATZ4A241124_6;ZUSATZ5A241124_01;ZUSATZ5A241124_02;ZUSATZ5A241124_03;ZUSATZ5A241124_04;ZUSATZ5A241124_05;ZUSATZ5A241124_06;ZUSATZ5A241124_07;ZUSATZ5A241124_08;ZUSATZ5A241124_98;ZUSATZ6A241124;ONLINE;MEDIAUSE_1;MEDIAUSE_2;MEDIAUSE_3;MEDIAUSE_4;MEDIAUSE_5;MEDIAUSE_6;MEDIAUSE_7;MEDIAUSE_8;MEDIAUSE_9;MEDIAUSE_10;MEDIAUSE_11;MEDIAUSE_12;MEDIAUSE_13;MEDIAUSE_14;MEDIAUSE_15;MEDIAUSE2_1;MEDIAUSE2_2;MEDIAUSE2_3;MEDIAUSE2_4;MEDIAUSE2_5;MEDIAUSE2_6;MEDIAUSE2_7;MEDIAUSE2_8;DISCUS;VOTEWIE;PART2;MEDHAUPT;PARTYA;CITIZENREPA;ORIGINPARENTS;CONFESSD;CONFESSR;CULT;EDUC;ACTI;ACTIPREV;S17JOBPOSITION;WORKLOAD;S17SECTOR;MAINEARNER;EDUCMAIN;ACTIMAIN;INCOME;INCOMEPRECARIAT;HABITAT;GEWVORL1;GEWVORL2;GEWVORL3;GEWVORL4;UNUSED
17105;20241124.62099.242;2006; ; ; ;2;1;8; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;5;7;0;7;6;10;7;10;10;5;3;7;7;10;6;1;1;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;3;0;0;1;0;0;0;0; ;2;3;98;2;98;98;0;1;0;0;0;0;0;0;0;98; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ;5;1;1;2; ; ;21;4; ; ;10; ;8; ; ;15;1;2;,885874516753655;,885874516753655;,885874516753655;,885874516753656;0
17106;20241124.68261.242;2006; ; ; ;1;2;1; ; ; ; ; ; ; ; ; ; ; ;4;1;4; ; ;4;#NAME?;303;304; ; ; ; ; ;999; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;3; ; ;3;Kenne selbst Vermieter und habe mitbekommen wie mühsam es sein kann mit Untermieter:innen.;204; ; ; ;999; ; ; ; ; ; ; ; ; ; ; ; ; ;1;3; ; ;3;Kenne selbst ältere Vermieter und heute ist es beinahe unmöglich die Wohnung für den Eigenbedarf zu bekommen.;204;300; ; ; ;999; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;4; ;6; ; ; ; ; ; ; ; ; ; ; ;Denke Krankenkasse wird nicht mehr viel Beitrag zahlen wenn man Stationären Aufenthalt hat, aber der Arzt/ die Ärztin sagt es wäre nicht zwingend notwendig. Wir haben genügend Geld in der Schweiz, um auf eine gute Gesundheit zu setzen und ich finde es;100; ; ; ; ;999; ; ; ; ; ;7;8;9;5;7;8;98;98;3;5;6;4;4;98;98;98;6;3;4;3;3;1;2;1;8;3;3;3;2;2;3;2;1;2;3;4;3;2;3;2;3;2;3;4;3;2;2;2;2;3;1;3;2;2;3;0;1;0;0;0;0;0; ;3;3;4;98;2;98;0;0;0;0;0;1;0;0;0;4;1;0;0;6;0;0;0;0;0;0;0;0;2;7;10;0;8;8;5;1;2;2;1;98;3;1;9; ;4;1;1;1;1;2;21;4; ; ;10; ;8; ; ;98;1;2;,443459240050907;,472551814092675;,453646532103291;,602594805152558;0
17111;20241124.65987.242;1973; ; ; ;2;2;1; ; ; ; ; ; ; ; ; ; ; ;99;1;4; ; ;4; ;999; ; ; ; ; ; ;999; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;4; ; ;8; ;999; ; ; ;999; ; ; ; ; ; ; ; ; ; ; ; ; ;1;4; ; ;8;Reform;100; ; ; ; ;999; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;8; ;7; ; ; ; ; ; ; ; ; ; ; ;Höhere Kosten Krankenkasse;403; ; ; ; ;999; ; ; ; ; ;8;7;5;8;8;4;8;8;8;5;8;8;7;9;5;7;3;2;4;2;6;1;1;2;2;2;4;4;4;1;1;1;2;2;4;4;4;1;1;2;1;1;2;3;4;8;2;3;3;2;2;1;2;3;2;1;0;0;0;0;0;0; ;3;2;4;3;2;98;1;1;0;0;0;0;1;0;0;4;2;6;8;6;5;2;1;1;4;2;7;5;1;1;1;0;0;5;3;3;2;5;3;6;3;1;6; ;16;2;2;1;5;1;40;3; ;33;10;1;3; ; ;6;2;2;,346093737401434;,368798772659211;,354044316985714;,470289644274852;0
17114;20241124.56225.242;2006; ; ; ;1;1;1; ; ; ; ; ; ; ; ; ; ; ;17;1;4; ; ;6;Staustunden.;301; ; ; ; ; ;Flüssigerer Verkehr.;303; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;4; ; ;4;Die Ja Parole hat mich so überzeugt dass ich mir die Nein Argumennte gar nicht mehr anhören musste;105; ; ;Die Mieter in der Schweiz sind bereits Genug geschützt.;502; ; ; ; ; ; ; ; ; ; ; ; ; ;1;4; ; ;8;Der Besitzer soll solche Rechte behalten. Es ist sein Eigen.;304; ; ; ;Die Mieter sind meiner Meinung genud gut geschützt und durch das Gesetzt wird es auch nicht zu Mussbrauch kommen der Mieter bleibt geschützt.;400;401; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;4; ; ;10;Wenn es das Parlament nach 40 Jahren geschafft hat diese Vorlage durchzubringen, dann wird sie wohl etwas positives haben. Ich vertraue dem Parlament und seiner Arbeit.;905; ; ; ; ;Gespräche mit Leuten aus dem Gesundheitswesen die die Vorlage befürworten.;400;904; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8;8;4;7;6;7;7;98;5;9;8;9;98;98;8;6;6;8;5;6;6;1;1;1;8;1;3;2;2;1;1;1;8;1;8;4;4;1;2;1;1;1;8;8;1;1;1;1;1;1;4;8;8;2;4;0;0;0;0;0;1;0; ;2;1;4;98;1;98;1;1;0;0;0;0;1;0;0;2;1;2;2;8;5;2;1;0;1;0;0;0;0;1;8;3;7;0;2;0;98;6;1;9;1;1;10; ;16;1;1;1;1;6;21;6;4; ;23; ;4;60;2;98;1;2;1,49172114319022;1,5895835934189;1,52598945372232;1,72320716440803;0
17118;20241124.68822.242;1996; ; ; ;1;3;2;1;0;0;0;0;0;0;1;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;4;4;4;4;5;3;6;3;8;3;4;4;6;5;8;9;5;8;5;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;3;0;0;0;0;0;1;0; ;3;2;2;2;1;3;0;0;1;0;0;0;1;0;0;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ;1;1;1;1;1;2;51;3; ;32;10;1;1; ; ;8;2;2;3,30106459306616;3,30122141594781;3,30139804412023;3,30137729255368;0
17120;20241124.68694.242;1960; ; ; ;1;3;1; ; ; ; ; ; ; ; ; ; ; ;4;1;4; ; ;7;Immer mehr Verkehr;303; ; ; ; ; ; ;999; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;4; ; ;8;Besitze Mietwohnungen;201;203; ; ;999; ; ; ; ; ; ; ; ; ; ; ; ; ;1;4; ; ;9;Besitzer von Mietwohnungen;203; ; ; ; ;999; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;4; ; ;8;Die Kosten der Krankenkassen;503; ; ; ; ; ;999; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;4;2;7;5;98;6;7;6;6;7;7;6;8;7;7;5;4;5;4;3;1;1;1;1;2;2;2;2;1;1;2;2;1;1;2;3;1;1;1;1;1;2;2;3;1;1;2;2;1;2;1;2;2;2;0;0;0;0;0;0;1; ;2;1;3;2;1;2;1;1;0;0;0;0;1;0;0;98;2;3;3;5;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;8;4;1;7; ;16;1;1;1;1;2;32;3; ;32;10;1;1; ; ;12;1;2;,766989387491056;,817306741442847;,784608920890684;,886011178150192;0
17121;20241124.67429.242;1977; ; ; ;2;2;1; ; ; ; ; ; ; ; ; ; ; ;9;1;2; ; ;3;Meinung der Bundesrat gefolgt;905; ; ; ; ; ; ;999; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;4; ; ;9;Bessere Information für Vermieter;501; ; ; ;999; ; ; ; ; ; ; ; ; ; ; ; ; ;1;4; ; ;6;#NAME?;998; ; ; ; ;999; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ; ;6;Prämienreduktion;503; ; ; ; ; ;999; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8;5;5;98;5;5;4;5;7;3;5;7;3;3;3;3;5;3;8;2;5;1;2;1;2;2;8;2;8;1;1;1;8;1;3;3;3;1;1;2;1;8;8;3;3;2;2;2;2;8;2;8;8;3;2;1;0;0;0;1;0;0;Eigentumsschutz;98;1;98;98;1;1;1;1;1;1;1;1;1;0;0;2;3;0;0;10;10;0;0;0;8;5;0;98;0;0;0;2;3;98;0;0;3;6;0;7;2;1;10; ;9;1;1;2; ; ;51;1; ;12;21;1;2;52;3;12;1;1;,614334883983981;,65463753524161;,628447587736402;,709667673653119;0
17124;20241124.50023.242;1943; ; ; ;2;2;1; ; ; ; ; ; ; ; ; ; ; ;5;2; ;4; ;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ;999; ; ; ; ; ; ; ;999; ; ; ; ; ;2; ;4; ;5; ; ; ; ; ; ; ; ; ;999; ; ; ;999; ; ; ; ; ;1;4; ; ;98; ;999; ; ; ; ;999; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;4; ; ;5; ; ; ; ; ; ; ;999; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;1;8;8;6;1;1;4;2;8;1;1;1;8;1;2;8;8;2;8;2;8;8;8;8;8;8;2;3;2;2;2;3;1;2;3;4;2;2;1;0;0;0;0;0;0; ;2;1;98;98;2;1;0;1;0;0;1;0;0;0;0;4;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;98;98;98;98;98;98;98;98;3;1;5; ;5;1;1;1;1;2;32;7;2; ;22; ;1; ; ;3;2;2;8,55180133702343;8,14514643001467;8,05394302558414;6,50123727349345;0
17125;20241124.59206.242;2005; ; ; ;1;2;1; ; ; ; ; ; ; ; ; ; ; ;17;2; ;4; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;Laut Aussage vom Bundesrat bei der Arenaschau der SRF hat Herr Rösti gesagt, dass Kiesgruben als Kompensationsflächen dienen für den Ausbau. Nur leider würde die Fläche doppelt genutzt, weil es gut ein Gesetz, dass besagt das bei einem Eingriff in die Natur der ursprüngliche Zustand wieder herzustellen ist...;500; ; ; ; ; ; ;Fehlerhafte Vorlage...;200; ; ; ; ; ;2; ;2; ;3; ; ; ; ; ; ; ; ; ;999; ; ; ;998; ; ; ; ; ;2; ;4; ;6; ; ; ; ; ; ; ; ; ; ; ;999; ; ; ; ; ; ;998; ; ; ; ;1;2; ; ;4; ;999; ; ; ; ; ;998; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;2;3;4;2;3;3;3;5;6;3;3;3;2;3;3;5;2;8;4;6;1;1;8;3;2;2;1;2;1;2;8;8;8;8;8;8;1;8;8;8;8;8;8;8;1;8;8;8;8;8;8;8;1;3;1;0;0;0;0;0;0; ;98;98;98;98;98;98;1;1;1;1;1;1;1;0;0;3;3;5;4;6;5;5;1;3;4;3;2;2;2;3;1;3;1;3;2;2;4;3;4;5;1;1;9; ;15;1;1;8; ; ;33;1; ;12;10;1;4;52;3;98;2;2;,632773435410888;,602683818920313;,622720246643848;,48104604887859;0
17126;20241124.56212.242;1970; ; ; ;2;2;1; ; ; ; ; ; ; ; ; ; ; ;1;2; ;4; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ;Zerstörung wertvoller Landressourcen Zum Teil Landenteignung in der Landwirtschaftszone.;401;400; ; ; ; ; ;Kosten;600; ; ; ; ; ;1;4; ; ;7;Bei Missbrauch wäre es einfacher dem Mieter zu kündigen. Schriftliche Zustimmung zur Untermiete müsste gesetzlich verankert sein.;400;501;300; ;999; ; ; ; ; ; ; ; ; ; ; ; ; ;1;4; ; ;10;Eine Liegenschaft sollte vom Besitzer, bei Bedarf ,ohne lange Mietererstreckung selber genutzt werden können. Die Eigentumsrechte sind zu stark eingeschränkt.;301;304; ; ; ;999; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;5; ; ; ; ; ; ; ; ; ; ; ;Die Kostensteigerung im Gesundheitswesen wird dadurch nicht gelöst. Reine Umverteilung der Kosten. Die Krankenkassenprämien werden sicher nicht sinken und die Steuern werden sicher auch nicht weniger.;502;403; ; ; ;999; ; ; ; ; ;5;5;2;5;2;5;8;2;8;8;5;5;8;8;5;8;7;3;5;2;4;1;1;4;4;2;2;1;2;1;1;1;1;1;4;4;3;1;1;1;1;1;4;3;4;2;2;3;3;4;1;1;2;2;3;0;0;0;0;0;1;0; ;4;3;2;4;2;1;1;1;1;0;1;1;1;0;0;3;2;7;7;5;7;0;0;0;5;7;0;0;0;0;0;0;3;0;0;0;0;5;0;9;2;1;9; ;1;1;1;1;2;2;51;3; ;33;23;2;2;51;3;10;2;2;,0737356637215382;,0672302351218913;,0694430110292532;,0659383136126036;0
17127;20241124.62597.242;1950; ; ; ;1;2;1; ; ; ; ; ; ; ; ; ; ; ;17;1;4; ; ;8;Reduktion Staustunden;301; ; ; ; ; ;Entlastung 'Nebenstrassen';303; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;4; ; ;9; ;999; ; ; ;999; ; ; ; ; ; ; ; ; ; ; ; ; ;1;4; ; ;9;Selbstbestimmung des Vermieters stärken;301; ; ; ; ;999; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;4; ; ;8;Einheitliche Kostenübernahme;506; ; ; ; ; ;999; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8;6;7;4;8;7;3;3;2;7;7;8;3;9;3;9;8;4;5;2;4;1;1;1;1;1;4;4;4;1;1;1;2;1;3;4;3;1;1;1;2;2;4;3;3;1;1;2;2;2;2;3;2;3;3;1;0;0;1;0;0;0; ;2;2;4;3;1;4;0;1;1;0;0;0;1;0;0;2;2;2;2;2;8;5;5;3;1;3;5;0;0;0;0;0;3;2;2;2;2;3;5;8;3;1;10; ;1;1;1;1;1;2;51;7;3;31;10;1;1; ; ;8;1;2;1,30648825804804;1,39219874268604;1,33650133759559;1,5092297489788;0
17128;20241124.56081.242;1997; ; ; ;1;1;2;0;0;0;0;1;0;0;0;1;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;0;2;0;9;0;0;0;0;1;1;10;6;6;6;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;3;0;1;0;1;0;0;0; ;98;98;98;98;98;1;1;1;1;0;0;1;0;0;0;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;98; ;1;2;2;1;5;6;32;3; ;32;10;3;1; ; ;12;2;1;3,30106459306616;3,30122141594781;3,30139804412023;3,30137729255368;0
17129;20241124.56096.242;1965; ; ; ;1;3;1; ; ; ; ; ; ; ; ; ; ; ;16;2; ;4; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ;Es ändert nicht viel und der Stau wird verlagert.;301; ; ; ; ; ; ; ;999; ; ; ; ; ;2; ;4; ;0; ; ; ; ; ; ; ; ; ;999; ; ; ;998; ; ; ; ; ;2; ;4; ;0; ; ; ; ; ; ; ; ; ; ; ;999; ; ; ; ; ; ;998; ; ; ; ;3; ; ;4;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;1;1;3;0;2;3;1;2;0;2;1;2;1;1;0;5;2;3;3;3;1;1;4;4;3;2;1;1;1;1;4;3;1;8;1;3;1;1;4;3;8;8;1;1;2;8;8;8;2;8;8;8;2;98;1;1;0;0;0;0;0; ;98;2;3;98;2;98;1;1;1;1;0;1;1;0;0;2;2;7;6;6;0;0;2;2;0;1;0;3;0;0;0;0;0;0;0;0;0;7;0;3;3;1;10; ;2;1;1;1;1;2;32;3; ;33;22;2;3; ; ;14;1;2;,42334237657246;,403211617216226;,416616524021449;,346049093491382;0
17130;20241124.50455.242;1953; ; ; ;2;2;1; ; ; ; ; ; ; ; ; ; ; ;9;2; ;4; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ;zu teuer und nicht zeitgemäss;601; ; ; ; ; ; ;Prioritäten müssen anderswo liegen, Verkehr drosseln, keine Landabgaben mehr für Strassen;500;507; ; ; ; ;1;2; ; ;4;Möchte nicht ohne mein Wissen ein Airbnb in meinem Mietobjekt. Möchte aber auch sonst wissen, wer meiner Mietwohnung wohnt.;505;501; ; ;999; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ; ;4;Mieter kann jeder Zeit ohne Grund auf 3 Monate kündigen, da ist es nur gerecht, dass der Vermieter dies auch kann.;304; ; ; ; ;999; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3; ;7; ; ; ; ; ; ; ; ; ; ; ;Die entstehenden Kosten kann niemand abschätzen.;100; ; ; ;Im Gesundheitswesen gibt es zu viele Mitverdiener. Es wird hier auch Proviteure geben.;103; ; ; ; ; ;7;5;4;7;4;5;4;5;5;2;5;4;5;5;2;5;5;4;5;3;6;1;1;3;3;2;2;2;2;2;3;2;2;2;3;3;3;2;1;1;1;1;3;2;3;2;2;2;3;2;1;1;1;2;3;1;1;0;0;0;0;0; ;3;2;3;3;1;2;1;1;0;0;0;0;1;0;0;2;2;7;7;0;7;0;3;0;7;3;5;0;5;2;8;6;1;1;4;1;2;7;5;6;3;1;10; ;16;1;2;1;5;6;32;7;3;33;23;1;2;33;7;7;1;2;,0932876705048902;,0850572396785154;,0878567629936739;,083422747738065;0
17131;20241124.57519.242;1963; ; ; ;2;2;2;0;0;0;1;0;0;0;0;0;0;0;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9;7;8;0;98;8;9;6;9;7;9;7;8;8;9;7;1;2;3;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;98;98;0;1;0;0;0;0;0; ;3;2;4;98;2;3;1;1;0;0;0;0;1;0;0;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2;1;1;1;1;2;32;3; ;33;22;2;2;32;3;9;1;2;1,42492703019015;1,42499472385584;1,42507096661029;1,42506200905516;0
17132;20241124.67481.242;1983; ; ; ;2;3;1; ; ; ; ; ; ; ; ; ; ; ;9;2; ;4; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;Ich bin grundsätzlich der Meinung, dass der Ausbau der Nationalstrassen das Verkehrsproblem nicht löst. Mehr Geld in ÖV zu stecken für häufigere Verbindungen und weniger überfüllte Züge fände ich sinnvoll.;504;301; ; ; ; ; ;Grundsätzlich sollte der Umwelt zu Liebe das Verkehrsaufkommen reduziert werden.;500;501; ; ; ; ;1;4; ; ;8;Wir sind selber Hausbesitzer. Ich finde, dass das Wohneigentum geschützt werden soll. Gerade in der heutigen Zeit, wo der sorgfältige Umgang mit Wohnungen/Mobiliar nicht mehr selbstverständlich ist, möchte ich als Vermieterin gerne wissen, wer mein Mieter ist, und diese Person selber einschätzen können.;203;501;503; ;999; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ; ;6;Wir als Hauseigentümer sollten es nicht unnötig schwer haben, wenn wir das Haus irgendwann im Eigenbedarf nutzen wollen. Wie genau und wie dringend der Nutzen ist, sollte beim Eigentümer liegen. Allerdings ist es für mich auch selbstverständlich, dass ein Mieter eine angemessene Kündigungsfrist erhält und nicht innert kurzer Zeit vor die Türe gestellt wird.;300;302;400; ; ;999; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;10; ; ; ; ; ; ; ; ; ; ; ;Ich als Pflegefachfrau befürchte, dass sich die Vorlage negativ auf das Pflegepersonal auswirkt.;302;201; ; ; ;999; ; ; ; ; ;7;7;7;4;3;7;8;5;7;7;8;7;5;7;4;4;1;3;5;3;5;1;2;3;3;2;1;3;2;1;2;1;4;1;1;1;3;1;3;1;1;1;3;2;3;2;2;3;3;2;2;1;1;3;2;0;0;1;0;0;0;0; ;3;1;2;4;1;98;1;1;0;0;0;0;1;0;0;2;1;0;2;3;10;0;0;0;5;0;5;0;0;0;0;0;0;0;0;0;0;5;0;10;4;1;8; ;9;1;1;2; ; ;51;3; ;33;23;2;2;32;3;9;2;2;,0431763262142108;,0393670364729215;,0406627396590487;,038610544678953;0
17134;20241124.67439.242;1970; ; ; ;1;2;1; ; ; ; ; ; ; ; ; ; ; ;1;2; ;4; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ;999; ; ; ; ; ; ; ;999; ; ; ; ; ;1;4; ; ;10; ;999; ; ; ;999; ; ; ; ; ; ; ; ; ; ; ; ; ;1;4; ; ;10; ;999; ; ; ; ;999; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;4; ;10; ; ; ; ; ; ; ; ; ; ; ; ;999; ; ; ; ;999; ; ; ; ; ;5;3;3;0;0;2;4;4;0;5;0;0;4;3;4;7;8;4;9;9;6;1;1;3;4;1;1;1;1;1;1;1;2;1;1;2;2;1;1;1;1;1;1;2;4;1;1;4;3;2;4;1;1;2;98;0;1;0;0;0;0;0; ;4;3;2;98;2;1;1;1;1;1;1;1;0;0;0;3;3;7;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;1;10; ;1;1;1;2; ; ;51;3; ;32;10;2;1; ; ;4;2;2;,0635147813730605;,0579111039340801;,0598171555092639;,0567982623582119;0
